Text,Confidence
URN,0.943793535232544
:,0.9375105500221252
358,0.8582086563110352
Family,0.9883041381835938
name,0.989935040473938
:,0.8899926543235779
Cox,0.4393877387046814
Given,0.9883188605308533
names,0.9937461614608765
:,0.9800259470939636
Address,0.9777523279190063
:,0.9388083815574646
Route,0.9658864140510559
T,0.858582615852356
/,0.5617174506187439
D,0.4303680658340454
Date,0.9905210137367249
of,0.9854549169540405
birth,0.9838401675224304
:,0.8630802035331726
6195,0.7447976469993591
First,0.9908320903778076
prescriber,0.9930598735809326
to,0.9897714853286743
print,0.9928916096687317
patient,0.9937756061553955
name,0.9945355653762817
and,0.9936818480491638
check,0.9937323331832886
label,0.9917919039726257
correct,0.9932662844657898
:,0.9536693692207336
Date,0.8859994411468506
12/1/21,0.7009502649307251
00,0.48581477999687195
titerd,0.6319053769111633
Date,0.9937885999679565
Route,0.971823513507843
Indication,0.9858351349830627
Date,0.9912090301513672
PRN,0.9492031335830688
Indications,0.921521008014679
Pharmacy,0.9599083065986633
Natural,0.8695058226585388
channels,0.8788642287254333
of,0.9510767459869385
elemination,0.9383536577224731
Prescriber,0.9983319640159607
signature,0.9955142736434937
Print,0.9875025749206543
your,0.9895107746124268
name,0.9938562512397766
Praveen,0.7928112149238586
Kaur,0.7535480260848999
Route,0.980575680732727
Indication,0.9930790066719055
Date,0.99178147315979
Prescriber,0.9982398748397827
signature,0.9957100749015808
Route,0.9715338945388794
Indication,0.9942976832389832
Date,0.9911410212516785
Route,0.971508264541626
Indication,0.992173433303833
pippa,0.9351195096969604
clayton,0.8935723900794983
Date,0.9934045076370239
Affix,0.9749716520309448
patient,0.9934292435646057
identification,0.9941046833992004
label,0.9939026236534119
here,0.9925407767295837
Route,0.9692226052284241
Indication,0.9916195273399353
Medicine,0.9988141655921936
(,0.9940388798713684
print,0.9984296560287476
generic,0.9952143430709839
name,0.9933583736419678
),0.9693713784217834
Dose,0.9970364570617676
Hourly,0.9900457859039307
frequency,0.9952430129051208
12,0.8167291283607483
Puffs,0.5717840194702148
Date,0.9902490377426147
Prescriber,0.996489405632019
signature,0.9954904317855835
Print,0.9871856570243835
your,0.9943305253982544
name,0.9946886897087097
Prescriber,0.998238205909729
signature,0.9962652921676636
Route,0.9630162715911865
Indication,0.9977761507034302
Medicine,0.9988558292388916
(,0.99850994348526
print,0.9949133396148682
generic,0.9945557713508606
name,0.9945275783538818
),0.9882913827896118
Dose,0.9986200332641602
Hourly,0.997292697429657
frequency,0.9931564331054688
Dose,0.9982104897499084
Hourly,0.9927683472633362
frequency,0.9911818504333496
Dose,0.986186146736145
Medicine,0.9990397095680237
(,0.9686788320541382
print,0.9974421858787537
generic,0.9950396418571472
name,0.9946327209472656
),0.986991822719574
Medicine,0.9992466568946838
(,0.9971264600753784
print,0.9984343647956848
Pharmacy,0.9795775413513184
Print,0.9903849959373474
your,0.9932240843772888
name,0.9947250485420227
Prescriber,0.9986202120780945
signature,0.9957367181777954
nam,0.9886203408241272
Not,0.9828304052352905
a,0.9934342503547668
valid,0.990318775177002
prescription,0.993455171585083
unless,0.9436732530593872
identifiers,0.9888972640037537
present,0.9942810535430908
Pharmacy,0.9879516959190369
Hourly,0.9806498289108276
frequency,0.9924708604812622
Prescriber,0.9974175095558167
signature,0.9955597519874573
Dose,0.9966744184494019
Hourly,0.9928162693977356
frequency,0.9909064173698425
Prescriber,0.9986075162887573
signature,0.9961875677108765
Print,0.9891402125358582
your,0.9929201006889343
name,0.9959189891815186
PRN,0.9536048173904419
Medicine,0.9989010691642761
(,0.9898420572280884
print,0.99745774269104
generic,0.9948503971099854
name,0.9947224855422974
),0.977008581161499
PRN,0.9497496485710144
Pharmacy,0.9852489233016968
Print,0.9892956018447876
your,0.9943467378616333
name,0.9946069717407227
Dose,0.9978244304656982
Hourly,0.9962575435638428
frequency,0.9922927021980286
PRN,0.952142059803009
Medicine,0.9989850521087646
(,0.9984023571014404
print,0.9987422227859497
generic,0.9948105812072754
name,0.9949288964271545
),0.9461343288421631
Pharmacy,0.9743767976760864
PRN,0.9487826824188232
Dose,0.9992499351501465
Hourly,0.9969041347503662
frequency,0.9929414391517639
Medicine,0.9985939264297485
(,0.9924699068069458
print,0.9984899163246155
generic,0.9934844970703125
name,0.9920319318771362
),0.9708806276321411
PRN,0.9607342481613159
Pharmacy,0.9805471897125244
Print,0.9892675876617432
your,0.9919760227203369
name,0.9942488670349121
PRN,0.9512986540794373
Print,0.9891430735588074
your,0.9923715591430664
name,0.994687557220459
Pharmacy,0.9838215708732605
Sex,0.9767031073570251
:,0.9706926941871643
☐M,0.5719047784805298
VF,0.5876428484916687
Max,0.9811867475509644
PRN,0.9721060395240784
dose,0.9778685569763184
/,0.9827451109886169
24,0.9846025109291077
hrs,0.9898183941841125
Contact,0.9910295605659485
Max,0.9893776178359985
PRN,0.9870736002922058
dose,0.9794924259185791
/,0.9802709221839905
24,0.9891072511672974
hrs,0.9830057621002197
Contact,0.9903361797332764
Max,0.9943361878395081
PRN,0.994426965713501
dose,0.9821785092353821
/,0.9810126423835754
24,0.9882786273956299
hrs,0.979596734046936
Contact,0.9909215569496155
Max,0.9897047281265259
PRN,0.9911497235298157
dose,0.9804277420043945
/,0.9846986532211304
24,0.9865893125534058
hrs,0.9569464325904846
.,0.6120032668113708
Contact,0.9898531436920166
Max,0.9852114319801331
PRN,0.9829311966896057
dose,0.981494128704071
/,0.9831855893135071
24,0.9887892007827759
hrs,0.9823547005653381
Contact,0.9896799921989441
Max,0.9871171712875366
PRN,0.9920592308044434
dose,0.9879976511001587
/,0.9811909198760986
24,0.988224983215332
hrs,0.9862024784088135
Contact,0.9894429445266724
Max,0.988868772983551
PRN,0.9875302314758301
dose,0.9796146154403687
/,0.981263279914856
24,0.9907518625259399
hrs,0.983433187007904
Contact,0.9902531504631042
Date,0.9909369945526123
Time,0.9868777990341187
Dose,0.9627507925033569
Route,0.9343388676643372
Sign,0.9804460406303406
Date,0.9923726916313171
Time,0.9884576797485352
Dose,0.9755657315254211
Route,0.96753990650177
Sign,0.9811409711837769
Date,0.9880115985870361
Time,0.9872289896011353
Dose,0.9756686687469482
Route,0.977246105670929
Sign,0.9831507205963135
Date,0.9900902509689331
Time,0.9777476787567139
Dose,0.9876694679260254
Route,0.9720054268836975
Sign,0.9807021021842957
Date,0.9905256032943726
Time,0.9850720167160034
Dose,0.9702194333076477
Route,0.9844220876693726
Sign,0.9894152283668518
Date,0.9909136891365051
Time,0.9837356209754944
Dose,0.9766307473182678
Route,0.9788368344306946
Sign,0.9866365194320679
Date,0.9917750358581543
Time,0.9877009391784668
Dose,0.9819655418395996
Route,0.9705389142036438
Sign,0.9826915264129639
12/13,0.5361741781234741
12,0.7493799328804016
14,0.615815281867981
OYOO,0.2974761426448822
KD,0.6271200180053711
Attach,0.9804911613464355
ADR,0.9865505695343018
sticker,0.9928146600723267
See,0.9923353791236877
front,0.993675172328949
page,0.9927537441253662
for,0.9924125075340271
details,0.9903090000152588
As,0.9648784399032593
required,0.9929879903793335
